finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,continent,industry_sector,year,decade,e_class
3.1,Sheldon Lavin,90.0,United States,Food & Beverage,U,Male,1932-06-17 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1932.0,1930.0,Developed
3.1,Jonathan Nelson,66.0,United States,Finance & Investments,U,Male,1956-05-18 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1956.0,1950.0,Developed
3.1,Katharina Otto-Bernstein,59.0,United States,Real Estate,D,Female,1964-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1964.0,1960.0,Developed
3.1,Penny Pritzker,63.0,United States,Finance & Investments,D,Female,1959-05-02 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1959.0,1950.0,Developed
3.1,Frank VanderSloot,74.0,United States,Fashion & Retail,U,Male,1948-08-14 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1948.0,1940.0,Developed
3.0,Nicolas Berggruen,61.0,United States,Real Estate,U,Male,1961-08-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1961.0,1960.0,Developed
3.0,George Bishop,85.0,United States,Energy,U,Male,1937-10-06 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1937.0,1930.0,Developed
3.0,Norman Braman,90.0,United States,Automotive,U,Male,1932-08-22 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1932.0,1930.0,Developed
3.0,Todd Christopher,60.0,United States,Fashion & Retail,E,Male,1962-10-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1962.0,1960.0,Developed
3.0,"William Conway, Jr.",73.0,United States,Finance & Investments,D,Male,1949-08-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1949.0,1940.0,Developed
3.0,"Edward DeBartolo, Jr.",76.0,United States,Real Estate,U,Male,1946-11-06 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1946.0,1940.0,Developed
3.0,Stephen Deckoff,57.0,United States,Finance & Investments,N,Male,1965-11-04 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1965.0,1960.0,Developed
3.0,"Ernest Garcia, II.",65.0,United States,Automotive,D,Male,1957-05-21 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1957.0,1950.0,Developed
3.0,John Paulson,67.0,United States,Finance & Investments,D,Male,1955-12-14 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1955.0,1950.0,Developed
3.0,Robert Sands,64.0,United States,Food & Beverage,Split Family Fortune,Male,1958-06-10 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Consumer Discretionary & Staples,1958.0,1950.0,Developed
2.9,"Roy Carroll, II.",60.0,United States,Real Estate,N,Male,1962-11-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1962.0,1960.0,Developed
2.9,James Clark,79.0,United States,Technology,D,Male,1944-03-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1944.0,1940.0,Developed
2.9,John Paul DeJoria,78.0,United States,Fashion & Retail,U,Male,1944-04-13 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Consumer Discretionary & Staples,1944.0,1940.0,Developed
2.9,Kenneth Feld & family,74.0,United States,Media & Entertainment,U,Male,1948-10-31 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1948.0,1940.0,Developed
2.9,Donald Horton & family,73.0,United States,Real Estate,U,Male,1950-03-05 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1950.0,1950.0,Developed
2.9,Haim Saban,78.0,United States,Media & Entertainment,D,Male,1944-10-15 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Consumer Discretionary & Staples,1944.0,1940.0,Developed
2.9,Rodney Sacks,73.0,United States,Food & Beverage,U,Male,1949-12-24 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Consumer Discretionary & Staples,1949.0,1940.0,Developed
2.9,Karthik Sarma,48.0,United States,Finance & Investments,D,Male,1974-12-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1974.0,1970.0,Developed
2.9,Daniel Sundheim,46.0,United States,Finance & Investments,D,Male,1977-03-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1977.0,1970.0,Developed
2.9,"William Wrigley, Jr.",59.0,United States,Food & Beverage,D,Male,1963-11-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1963.0,1960.0,Developed
2.8,Garrett Camp,44.0,United States,Technology,E,Male,1978-10-04 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1978.0,1970.0,Developed
2.8,Eleanor Butt Crook & family,90.0,United States,Fashion & Retail,N,Female,1932-07-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1932.0,1930.0,Developed
2.8,Lorenzo Fertitta,54.0,United States,Sports,U,Male,1969-01-03 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Consumer Discretionary & Staples,1969.0,1960.0,Developed
2.8,"Drayton McLane, Jr.",86.0,United States,Fashion & Retail,D,Male,1936-07-22 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1936.0,1930.0,Developed
2.8,Sean Parker,43.0,United States,Technology,E,Male,1979-12-03 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Technology,1979.0,1970.0,Developed
2.8,Stewart Rahr,77.0,United States,Healthcare,U,Male,1946-02-18 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1946.0,1940.0,Developed
2.8,Meg Whitman,66.0,United States,Technology,D,Female,1956-08-04 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1956.0,1950.0,Developed
2.7,Glenn Dubin,65.0,United States,Finance & Investments,U,Male,1957-04-13 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1957.0,1950.0,Developed
2.7,"Frank Fertitta, III.",61.0,United States,Sports,U,Male,1962-02-24 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1962.0,1960.0,Developed
2.7,Maggie Hardy,57.0,United States,Service,U,Female,1965-12-07 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1965.0,1960.0,Developed
2.7,Frank Laukien,63.0,United States,Manufacturing,U,Male,1960-02-04 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Energy & Industrials & Materials,1960.0,1960.0,Developed
2.7,Vincent McMahon,77.0,United States,Sports,U,Male,1945-08-24 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1945.0,1940.0,Developed
2.7,Richard Peery,84.0,United States,Real Estate,D,Male,1938-10-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1938.0,1930.0,Developed
2.7,Wayne Rothbaum,55.0,United States,Healthcare,N,Male,1968-02-17 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1968.0,1960.0,Developed
2.7,Jeff Rothschild,68.0,United States,Technology,D,Male,1955-01-02 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1955.0,1950.0,Developed
2.7,Raj Sardana,63.0,United States,Technology,N,Male,1960-03-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1960.0,1960.0,Developed
2.7,Evan Spiegel,32.0,United States,Technology,D,Male,1990-06-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1990.0,1990.0,Developed
2.7,Glen Taylor,81.0,United States,Service,U,Male,1941-04-20 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1941.0,1940.0,Developed
2.7,Thomas Tull,52.0,United States,Media & Entertainment,U,Male,1970-06-11 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1970.0,1970.0,Developed
2.6,Ben Ashkenazy,53.0,United States,Real Estate,D,Male,1969-09-23 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Financials,1969.0,1960.0,Developed
2.6,Felix Baker,54.0,United States,Finance & Investments,D,Male,1969-03-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1969.0,1960.0,Developed
2.6,Julian Baker,56.0,United States,Finance & Investments,D,Male,1966-05-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1966.0,1960.0,Developed
2.6,David Baszucki,60.0,United States,Media & Entertainment,U,Male,1963-01-20 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1963.0,1960.0,Developed
2.6,Ray Davis,81.0,United States,Energy,U,Male,1941-12-18 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1941.0,1940.0,Developed
2.6,Stewart Horejsi & family,85.0,United States,Finance & Investments,D,Male,1937-09-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1937.0,1930.0,Developed
2.6,Henry Laufer,77.0,United States,Finance & Investments,U,Male,1945-08-13 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1945.0,1940.0,Developed
2.6,C. Dean Metropoulos,76.0,United States,Food & Beverage,D,Male,1946-05-05 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1946.0,1940.0,Developed
2.6,James Packer,55.0,United States,Finance & Investments,D,Male,1967-09-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1967.0,1960.0,Developed
2.6,Nicholas Pritzker,79.0,United States,Finance & Investments,D,Male,1944-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1944.0,1940.0,Developed
2.6,Alejandro Santo Domingo,46.0,United States,Food & Beverage,E,Male,1977-02-13 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1977.0,1970.0,Developed
2.6,Steven Sarowitz,57.0,United States,Technology,D,Male,1965-11-07 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1965.0,1960.0,Developed
2.6,Leonard Schleifer,70.0,United States,Healthcare,U,Male,1952-07-07 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1952.0,1950.0,Developed
2.6,Michael S. Smith,67.0,United States,Energy,U,Male,1955-05-09 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Energy & Industrials & Materials,1955.0,1950.0,Developed
2.6,John Tyson & family,69.0,United States,Food & Beverage,D,Male,1953-09-05 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1953.0,1950.0,Developed
2.5,S. Daniel Abraham,98.0,United States,Food & Beverage,U,Male,1924-08-15 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Consumer Discretionary & Staples,1924.0,1920.0,Developed
2.5,Bill Alfond,74.0,United States,Fashion & Retail,D,Male,1948-05-16 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1948.0,1940.0,Developed
2.5,Susan Alfond,77.0,United States,Fashion & Retail,D,Female,1945-07-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1945.0,1940.0,Developed
2.5,Ted Alfond,78.0,United States,Fashion & Retail,D,Male,1944-08-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1944.0,1940.0,Developed
2.5,Riley Bechtel & family,71.0,United States,Construction & Engineering,D,Male,1952-03-25 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Energy & Industrials & Materials,1952.0,1950.0,Developed
2.5,Charles Bronfman,91.0,United States,Food & Beverage,E,Male,1931-06-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1931.0,1930.0,Developed
2.5,Herb Chambers,81.0,United States,Automotive,U,Male,1942-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1942.0,1940.0,Developed
2.5,Andrew Cherng,75.0,United States,Food & Beverage,Split Family Fortune,Male,1948-04-02 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1948.0,1940.0,Developed
2.5,Peggy Cherng,75.0,United States,Food & Beverage,Split Family Fortune,Female,1947-12-18 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1947.0,1940.0,Developed
2.5,Leon G. Cooperman,79.0,United States,Finance & Investments,E,Male,1943-04-25 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1943.0,1940.0,Developed
2.5,Henry Davis,72.0,United States,Food & Beverage,U,Male,1951-02-16 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1951.0,1950.0,Developed
2.5,Joseph Edelman,67.0,United States,Finance & Investments,D,Male,1955-06-10 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1955.0,1950.0,Developed
2.5,Alec Gores,70.0,United States,Finance & Investments,D,Male,1953-03-18 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1953.0,1950.0,Developed
2.5,Bill Haslam,64.0,United States,Fashion & Retail,U,Male,1958-08-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1958.0,1950.0,Developed
2.5,J. Tomilson Hill,74.0,United States,Finance & Investments,D,Male,1948-05-24 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1948.0,1940.0,Developed
2.5,Jay-Z,53.0,United States,Media & Entertainment,U,Male,1969-12-04 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1969.0,1960.0,Developed
2.5,Brad Kelley,66.0,United States,Real Estate,D,Male,1956-12-23 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Financials,1956.0,1950.0,Developed
2.5,Bobby Murphy,34.0,United States,Technology,D,Male,1988-07-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1988.0,1980.0,Developed
2.5,Eren Ozmen,64.0,United States,Manufacturing,D,Female,1958-09-03 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1958.0,1950.0,Developed
2.5,John Pritzker,69.0,United States,Finance & Investments,D,Male,1953-08-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1953.0,1950.0,Developed
2.5,Jeff Sutton,63.0,United States,Real Estate,D,Male,1960-01-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1960.0,1960.0,Developed
2.5,Byron Trott,64.0,United States,Finance & Investments,U,Male,1958-12-02 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1958.0,1950.0,Developed
2.5,Donald Trump,76.0,United States,Real Estate,D,Male,1946-06-14 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1946.0,1940.0,Developed
2.5,Oprah Winfrey,69.0,United States,Media & Entertainment,D,Female,1954-01-29 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
2.4,Brian Acton,51.0,United States,Technology,D,Male,1972-02-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1972.0,1970.0,Developed
2.4,Edward Bass,77.0,United States,Energy,E,Male,1945-09-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1945.0,1940.0,Developed
2.4,Chen Tei-fu,74.0,United States,Fashion & Retail,D,Male,1948-04-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1948.0,1940.0,Developed
2.4,Doris Fisher,91.0,United States,Fashion & Retail,D,Female,1931-08-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1931.0,1930.0,Developed
2.4,Gerald Ford,78.0,United States,Finance & Investments,D,Male,1944-08-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1944.0,1940.0,Developed
2.4,Catherine Lozick,77.0,United States,Manufacturing,U,Female,1945-05-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1945.0,1940.0,Developed
2.4,Jed McCaleb,48.0,United States,Finance & Investments,D,Male,1975-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1975.0,1970.0,Developed
2.4,Fatih Ozmen,65.0,United States,Manufacturing,D,Male,1958-02-02 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1958.0,1950.0,Developed
2.4,Daniel Pritzker,63.0,United States,Finance & Investments,D,Male,1959-09-15 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1959.0,1950.0,Developed
2.4,Ted Turner,84.0,United States,Media & Entertainment,U,Male,1938-11-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1938.0,1930.0,Developed
2.4,David Walentas,84.0,United States,Real Estate,U,Male,1938-08-07 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1938.0,1930.0,Developed
2.4,Jerry Yang,54.0,United States,Technology,D,Male,1968-11-06 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1968.0,1960.0,Developed
2.4,Mortimer Zuckerman,85.0,United States,Real Estate,D,Male,1937-06-04 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1937.0,1930.0,Developed
2.3,Lee Bass,66.0,United States,Energy,U,Male,1956-05-24 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1956.0,1950.0,Developed
2.3,John Bicket,43.0,United States,Technology,U,Male,1980-03-20 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1980.0,1980.0,Developed
2.3,Sanjit Biswas,41.0,United States,Technology,U,Male,1982-01-12 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1982.0,1980.0,Developed
2.3,Timothy Boyle,73.0,United States,Fashion & Retail,E,Male,1949-09-07 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1949.0,1940.0,Developed
2.3,James Duff,62.0,United States,Diversified,U,Male,1961-03-07 00:00:00,21427.7,78.5,36.6,1,,Americas,Diversified,1961.0,1960.0,Developed
2.3,Thomas Duff,66.0,United States,Diversified,U,Male,1956-12-31 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Diversified,1956.0,1950.0,Developed
2.3,John Fisher,61.0,United States,Fashion & Retail,D,Male,1961-06-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1961.0,1960.0,Developed
2.3,Justin Ishbia,45.0,United States,Finance & Investments,U,Male,1977-09-18 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1977.0,1970.0,Developed
2.3,Bruce Karsh,67.0,United States,Finance & Investments,U,Male,1955-10-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1955.0,1950.0,Developed
2.3,Clayton Mathile,82.0,United States,Food & Beverage,E,Male,1941-01-11 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1941.0,1940.0,Developed
2.3,David Murdock,99.0,United States,Food & Beverage,E,Male,1923-04-10 00:00:00,21427.7,78.5,36.6,1,0.0,Americas,Consumer Discretionary & Staples,1923.0,1920.0,Developed
2.3,David Nahmad,75.0,United States,Fashion & Retail,U,Male,1947-04-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1947.0,1940.0,Developed
2.3,Richard Sands,72.0,United States,Food & Beverage,Split Family Fortune,Male,1951-03-03 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Consumer Discretionary & Staples,1951.0,1950.0,Developed
2.3,Stefan Soloviev,47.0,United States,Real Estate,N,Male,1975-05-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1975.0,1970.0,Developed
2.3,Jayshree Ullal,62.0,United States,Technology,U,Female,1961-03-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1961.0,1960.0,Developed
2.2,George Argyros & family,86.0,United States,Real Estate,D,Male,1937-02-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1937.0,1930.0,Developed
2.2,Brian Armstrong,40.0,United States,Finance & Investments,D,Male,1983-01-25 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1983.0,1980.0,Developed
2.2,Aneel Bhusri,57.0,United States,Technology,D,Male,1966-02-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1966.0,1960.0,Developed
2.2,J. Hyatt Brown,85.0,United States,Finance & Investments,D,Male,1937-07-12 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1937.0,1930.0,Developed
2.2,Tom Ford,61.0,United States,Fashion & Retail,N,Male,1961-08-27 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1961.0,1960.0,Developed
2.2,Noam Gottesman,61.0,United States,Finance & Investments,D,Male,1961-05-24 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1961.0,1960.0,Developed
2.2,Jeffrey Gundlach,64.0,United States,Finance & Investments,E,Male,1959-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1959.0,1950.0,Developed
2.2,Thomas James,80.0,United States,Finance & Investments,U,Male,1942-05-10 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1942.0,1940.0,Developed
2.2,James Jannard,73.0,United States,Fashion & Retail,D,Male,1949-06-08 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Consumer Discretionary & Staples,1949.0,1940.0,Developed
2.2,Willis Johnson,75.0,United States,Automotive,U,Male,1947-05-26 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1947.0,1940.0,Developed
2.2,Chris Larsen,62.0,United States,Finance & Investments,D,Male,1960-06-15 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1960.0,1960.0,Developed
2.2,Max Lytvyn,43.0,United States,Technology,D,Male,1980-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1980.0,1980.0,Developed
2.2,Igor Makarov,60.0,United States,Energy,U,Male,1962-04-15 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1962.0,1960.0,Developed
2.2,Howard Marks,76.0,United States,Finance & Investments,E,Male,1946-04-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1946.0,1940.0,Developed
2.2,Charles Munger,99.0,United States,Finance & Investments,D,Male,1924-01-01 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1924.0,1920.0,Developed
2.2,Adam Neumann,44.0,United States,Real Estate,U,Male,1979-04-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1979.0,1970.0,Developed
2.2,Phillip T. (Terry) Ragon,73.0,United States,Technology,U,Male,1949-06-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1949.0,1940.0,Developed
2.2,Jerry Reinsdorf,87.0,United States,Sports,U,Male,1936-02-25 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1936.0,1930.0,Developed
2.2,Chad Richison,52.0,United States,Technology,D,Male,1970-10-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1970.0,1970.0,Developed
2.2,Alice Schwartz,96.0,United States,Healthcare,U,Female,1926-07-02 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1926.0,1920.0,Developed
2.2,Kavitark Ram Shriram,66.0,United States,Technology,D,Male,1957-01-21 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1957.0,1950.0,Developed
2.2,Jeffrey Soffer,55.0,United States,Real Estate,N,Male,1967-12-13 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1967.0,1960.0,Developed
2.2,William Stone,67.0,United States,Technology,D,Male,1955-04-09 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1955.0,1950.0,Developed
2.2,Henry Swieca,65.0,United States,Finance & Investments,U,Male,1957-05-09 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1957.0,1950.0,Developed
2.2,Oren Zeev,58.0,United States,Finance & Investments,D,Male,1964-09-23 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1964.0,1960.0,Developed
2.1,Travis Boersma,52.0,United States,Food & Beverage,D,Male,1971-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1971.0,1970.0,Developed
2.1,William Boyd & family,91.0,United States,Gambling & Casinos,D,Male,1931-11-04 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1931.0,1930.0,Developed
2.1,Paul Foster,65.0,United States,Energy,U,Male,1957-10-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1957.0,1950.0,Developed
2.1,Gordon Getty,89.0,United States,Energy,E,Male,1933-12-20 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1933.0,1930.0,Developed
2.1,Kamal Ghaffarian,64.0,United States,Energy,N,Male,1958-04-28 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1958.0,1950.0,Developed
2.1,Dennis Gillings,78.0,United States,Healthcare,E,Male,1944-04-25 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1944.0,1940.0,Developed
2.1,Jane Goldman,67.0,United States,Real Estate,D,Female,1955-07-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1955.0,1950.0,Developed
2.1,Jared Isaacman,40.0,United States,Technology,U,Male,1983-02-11 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1983.0,1980.0,Developed
2.1,Marc Lasry,62.0,United States,Finance & Investments,U,Male,1960-09-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1960.0,1960.0,Developed
2.1,Theodore Leonsis,67.0,United States,Sports,U,Male,1956-01-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1956.0,1950.0,Developed
2.1,Daniel Lubetzky,54.0,United States,Food & Beverage,D,Male,1968-09-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1968.0,1960.0,Developed
2.1,Leonid Radvinsky,40.0,United States,Technology,U,Male,1982-05-30 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1982.0,1980.0,Developed
2.1,Richard Saghian,41.0,United States,Fashion & Retail,U,Male,1981-08-06 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1981.0,1980.0,Developed
2.1,Timothy Springer,75.0,United States,Healthcare,E,Male,1948-02-23 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Service,1948.0,1940.0,Developed
2.1,Edward Stack,68.0,United States,Fashion & Retail,U,Male,1954-12-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
2.1,Barbara Tyson,74.0,United States,Food & Beverage,N,Female,1949-03-06 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1949.0,1940.0,Developed
2.1,Hamdi Ulukaya,50.0,United States,Food & Beverage,D,Male,1972-10-26 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1972.0,1970.0,Developed
2.1,Elaine Wynn,80.0,United States,Gambling & Casinos,U,Female,1942-04-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1942.0,1940.0,Developed
2.0,William Franke,85.0,United States,Diversified,D,Male,1937-04-15 00:00:00,21427.7,78.5,36.6,1,,Americas,Diversified,1937.0,1930.0,Developed
2.0,Amy Goldman Fowler,68.0,United States,Real Estate,D,Female,1954-04-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1954.0,1950.0,Developed
