finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,region
2300,Justin Ishbia,45.0,United States,Finance & Investments,U,M,1977-09-18 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2300,Bruce Karsh,67.0,United States,Finance & Investments,U,M,1955-10-10 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2300,Clayton Mathile,82.0,United States,Food & Beverage,E,M,1941-01-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2300,David Murdock,99.0,United States,Food & Beverage,E,M,1923-04-10 00:00:00,21427700000000.0,78.5,36.6,1,0,Americas
2300,David Nahmad,75.0,United States,Fashion & Retail,U,M,1947-04-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2300,Richard Sands,72.0,United States,Food & Beverage,Split Family Fortune,M,1951-03-03 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
2300,Stefan Soloviev,47.0,United States,Real Estate,N,M,1975-05-21 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2300,Jayshree Ullal,62.0,United States,Technology,U,F,1961-03-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,George Argyros & family,86.0,United States,Real Estate,D,M,1937-02-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Brian Armstrong,40.0,United States,Finance & Investments,D,M,1983-01-25 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Aneel Bhusri,57.0,United States,Technology,D,M,1966-02-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,J. Hyatt Brown,85.0,United States,Finance & Investments,D,M,1937-07-12 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Tom Ford,61.0,United States,Fashion & Retail,N,M,1961-08-27 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2200,Noam Gottesman,61.0,United States,Finance & Investments,D,M,1961-05-24 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Jeffrey Gundlach,64.0,United States,Finance & Investments,E,M,1959-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Thomas James,80.0,United States,Finance & Investments,U,M,1942-05-10 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
2200,James Jannard,73.0,United States,Fashion & Retail,D,M,1949-06-08 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
2200,Willis Johnson,75.0,United States,Automotive,U,M,1947-05-26 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2200,Chris Larsen,62.0,United States,Finance & Investments,D,M,1960-06-15 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Max Lytvyn,43.0,United States,Technology,D,M,1980-01-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2200,Igor Makarov,60.0,United States,Energy,U,M,1962-04-15 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Howard Marks,76.0,United States,Finance & Investments,E,M,1946-04-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Charles Munger,99.0,United States,Finance & Investments,D,M,1924-01-01 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
2200,Adam Neumann,44.0,United States,Real Estate,U,M,1979-04-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2200,Phillip T. (Terry) Ragon,73.0,United States,Technology,U,M,1949-06-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Jerry Reinsdorf,87.0,United States,Sports,U,M,1936-02-25 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Chad Richison,52.0,United States,Technology,D,M,1970-10-10 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Alice Schwartz,96.0,United States,Healthcare,U,F,1926-07-02 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Kavitark Ram Shriram,66.0,United States,Technology,D,M,1957-01-21 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Jeffrey Soffer,55.0,United States,Real Estate,N,M,1967-12-13 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2200,William Stone,67.0,United States,Technology,D,M,1955-04-09 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2200,Henry Swieca,65.0,United States,Finance & Investments,U,M,1957-05-09 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
2200,Oren Zeev,58.0,United States,Finance & Investments,D,M,1964-09-23 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Travis Boersma,52.0,United States,Food & Beverage,D,M,1971-01-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,William Boyd & family,91.0,United States,Gambling & Casinos,D,M,1931-11-04 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Paul Foster,65.0,United States,Energy,U,M,1957-10-08 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2100,Gordon Getty,89.0,United States,Energy,E,M,1933-12-20 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2100,Kamal Ghaffarian,64.0,United States,Energy,N,M,1958-04-28 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Dennis Gillings,78.0,United States,Healthcare,E,M,1944-04-25 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Jane Goldman,67.0,United States,Real Estate,D,F,1955-07-29 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Jared Isaacman,40.0,United States,Technology,U,M,1983-02-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2100,Marc Lasry,62.0,United States,Finance & Investments,U,M,1960-09-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2100,Theodore Leonsis,67.0,United States,Sports,U,M,1956-01-08 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Daniel Lubetzky,54.0,United States,Food & Beverage,D,M,1968-09-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2100,Leonid Radvinsky,40.0,United States,Technology,U,M,1982-05-30 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Richard Saghian,41.0,United States,Fashion & Retail,U,M,1981-08-06 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Timothy Springer,75.0,United States,Healthcare,E,M,1948-02-23 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
2100,Edward Stack,68.0,United States,Fashion & Retail,U,M,1954-12-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2100,Barbara Tyson,74.0,United States,Food & Beverage,N,F,1949-03-06 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Hamdi Ulukaya,50.0,United States,Food & Beverage,D,M,1972-10-26 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2100,Elaine Wynn,80.0,United States,Gambling & Casinos,U,F,1942-04-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2000,William Franke,85.0,United States,Diversified,D,M,1937-04-15 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2000,Amy Goldman Fowler,68.0,United States,Real Estate,D,F,1954-04-19 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2000,Rajiv Jain,55.0,United States,Finance & Investments,N,M,1968-01-27 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2000,Michael Jordan,60.0,United States,Sports,U,M,1963-02-17 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2000,Diane Kemper,77.0,United States,Real Estate,D,F,1945-07-21 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2000,Craig McCaw,73.0,United States,Telecom,D,M,1949-08-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2000,Matthew Prince,48.0,United States,Technology,D,M,1975-01-01 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
2000,Linda Pritzker,69.0,United States,Service,E,F,1953-09-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2000,T. Denny Sanford,87.0,United States,Finance & Investments,D,M,1935-12-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
2000,Hope Welker,37.0,United States,Metals & Mining,D,F,1985-08-13 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
2000,William Young,82.0,United States,Manufacturing,D,M,1941-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,David Blitzer,53.0,United States,Sports,N,M,1969-09-07 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,"Howard Butt, III. & family",71.0,United States,Fashion & Retail,N,M,1952-04-04 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,Alexandra Daitch,60.0,United States,Food & Beverage,D,F,1963-01-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,Mark Davis,67.0,United States,Sports,N,M,1955-05-18 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,James Dinan,63.0,United States,Finance & Investments,E,M,1959-05-22 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1900,Reid Hoffman,55.0,United States,Technology,D,M,1967-08-05 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1900,"B. Wayne Hughes, Jr.",63.0,United States,Real Estate,D,M,1959-05-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,Scott Kapnick,64.0,United States,Finance & Investments,U,M,1959-02-09 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1900,Richard Kayne,77.0,United States,Finance & Investments,U,M,1946-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,Edward Lampert,60.0,United States,Finance & Investments,U,M,1962-07-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,James Leprino,85.0,United States,Food & Beverage,D,M,1937-11-22 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,David Lichtenstein,61.0,United States,Real Estate,E,M,1961-11-21 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,Sarah MacMillan,69.0,United States,Food & Beverage,D,F,1954-01-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,Jennifer Pritzker,72.0,United States,Finance & Investments,D,F,1950-08-13 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,Larry Robbins,53.0,United States,Finance & Investments,E,M,1969-10-21 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,Dwight Schar,81.0,United States,Construction & Engineering,E,M,1942-02-08 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,Lucy Stitzer,63.0,United States,Food & Beverage,D,F,1960-01-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1900,Charlotte Colket Weber,80.0,United States,Food & Beverage,U,F,1942-11-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1900,Anita Zucker,71.0,United States,Manufacturing,U,F,1952-01-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Leslie Alexander,79.0,United States,Sports,E,M,1943-06-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,O. Francis Biondi,58.0,United States,Finance & Investments,E,M,1964-07-04 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1800,Parker Conrad,42.0,United States,Technology,N,M,1980-04-13 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1800,Tim Cook,62.0,United States,Technology,D,M,1960-11-01 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1800,Robert Duggan,78.0,United States,Healthcare,D,M,1944-04-28 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
1800,James France,78.0,United States,Sports,E,M,1944-10-24 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Phillip Frost,86.0,United States,Healthcare,D,M,1936-11-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Christopher Goldsbury,80.0,United States,Food & Beverage,E,M,1943-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Brian Higgins,58.0,United States,Finance & Investments,E,M,1965-02-08 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,George Kurtz,52.0,United States,Technology,D,M,1970-10-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Joe Lacob,67.0,United States,Sports,U,M,1956-01-10 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1800,Joe Lau,33.0,United States,Technology,D,M,1989-07-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1800,Gary Michelson,74.0,United States,Healthcare,E,M,1949-01-14 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1800,Ronald Perelman,80.0,United States,Finance & Investments,D,M,1943-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Olivier Pomel,46.0,United States,Technology,D,M,1977-03-26 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1800,Alan Trefler,67.0,United States,Technology,D,M,1956-03-10 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Riaz Valani,46.0,United States,Finance & Investments,D,M,1976-09-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1800,Nikil Viswanathan,35.0,United States,Technology,D,M,1987-10-16 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1800,Todd Wagner,62.0,United States,Media & Entertainment,D,M,1960-08-02 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Evan Williams,51.0,United States,Technology,D,M,1972-03-31 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
1800,Amy Wyss,52.0,United States,Healthcare,D,F,1971-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1800,Alan Zekelman,60.0,United States,Manufacturing,U,M,1962-10-01 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1700,Amy Adams Strunk,67.0,United States,Sports,N,F,1955-09-29 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Marc Andreessen,51.0,United States,Finance & Investments,E,M,1971-07-09 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,David Booth,77.0,United States,Finance & Investments,E,M,1946-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,Jim Breyer,61.0,United States,Technology,D,M,1961-07-26 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1700,Carl DeSantis,83.0,United States,Food & Beverage,U,M,1939-07-19 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Keith Dunleavy & family,53.0,United States,Healthcare,E,M,1969-06-25 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,Mario Gabelli,81.0,United States,Finance & Investments,D,M,1942-03-31 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1700,John Goff,67.0,United States,Real Estate,U,M,1955-08-26 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,Osman Kibar,52.0,United States,Healthcare,D,M,1971-04-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,Alexis Lê-Quôc,48.0,United States,Technology,D,M,1974-11-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,James Leininger,78.0,United States,Healthcare,E,M,1945-03-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,Jimmy John Liautaud,59.0,United States,Food & Beverage,E,M,1964-01-12 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
1700,Palmer Luckey,30.0,United States,Technology,N,M,1992-09-19 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Duncan MacMillan,85.0,United States,Finance & Investments,U,M,1937-12-17 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Jorge Perez,73.0,United States,Real Estate,E,M,1949-10-17 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,Brian Roberts,63.0,United States,Media & Entertainment,U,M,1959-06-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1700,"Joe Rogers, Jr.",76.0,United States,Food & Beverage,D,M,1946-12-02 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Paul Saville,67.0,United States,Real Estate,U,M,1955-12-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Jonathan Tisch,69.0,United States,Diversified,U,M,1953-12-07 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Kenneth Tuchman,63.0,United States,Service,D,M,1959-10-23 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Tom Werner,72.0,United States,Sports,U,M,1950-04-12 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1700,Stephen Winn,76.0,United States,Real Estate,E,M,1946-09-12 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1700,David Zalik,49.0,United States,Technology,D,M,1974-02-02 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
1600,Noubar Afeyan,60.0,United States,Healthcare,D,M,1962-07-25 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1600,"Herbert Allen, Jr. & family",83.0,United States,Finance & Investments,E,M,1940-03-05 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Clifford Asness,56.0,United States,Finance & Investments,E,M,1966-10-17 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1600,Louis Bacon,66.0,United States,Finance & Investments,E,M,1956-07-25 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1600,Robert Clark,64.0,United States,Construction & Engineering,E,M,1959-01-30 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Tench Coxe,65.0,United States,Finance & Investments,D,M,1958-01-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Jim Crane,69.0,United States,Sports,U,M,1954-01-17 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Jamie Dimon,67.0,United States,Finance & Investments,E,M,1956-03-13 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1600,Daniel Dines,51.0,United States,Technology,D,M,1972-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,"William Foley, II.",78.0,United States,Finance & Investments,U,M,1944-12-29 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Bill Gross,78.0,United States,Finance & Investments,E,M,1944-04-13 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1600,Sue Gross,73.0,United States,Finance & Investments,E,F,1950-02-17 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Irving Grousbeck & family,88.0,United States,Sports,N,M,1934-07-20 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Timothy Headington,72.0,United States,Energy,U,M,1950-04-24 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,David Hoffmann,70.0,United States,Diversified,U,M,1952-08-07 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Stanley Hubbard,89.0,United States,Media & Entertainment,D,M,1933-05-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Randal J. Kirk,69.0,United States,Healthcare,E,M,1954-03-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,William Koch,82.0,United States,Energy,E,M,1940-05-03 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Robert Langer,74.0,United States,Healthcare,E,M,1948-08-29 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Jim McKelvey,57.0,United States,Technology,D,M,1965-10-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Michael Polsky,74.0,United States,Energy,U,M,1949-01-01 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1600,Andres Santo Domingo,44.0,United States,Food & Beverage,E,M,1978-06-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Ryan Smith,44.0,United States,Technology,E,M,1978-06-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Peter Sperling,63.0,United States,Service,E,M,1959-11-22 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,Laurie Tisch,72.0,United States,Diversified,U,F,1951-02-19 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Steven Tisch,74.0,United States,Diversified,U,M,1949-02-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,August Troendle,67.0,United States,Healthcare,U,M,1956-01-01 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1600,Scott Watterson,67.0,United States,Technology,E,M,1955-05-18 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1600,Dan Wilks,66.0,United States,Energy,U,M,1956-05-30 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
1600,Anthony Wood,57.0,United States,Technology,D,M,1965-12-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1600,George Yancopoulos,63.0,United States,Healthcare,U,M,1959-09-10 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1500,Safra Catz,61.0,United States,Technology,E,F,1961-12-13 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1500,Bharat Desai,70.0,United States,Technology,E,M,1952-11-20 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Egon Durban,49.0,United States,Finance & Investments,E,M,1973-08-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Alan Gerry,94.0,United States,Media & Entertainment,E,M,1928-12-25 00:00:00,21427700000000.0,78.5,36.6,1,0,Americas
1500,Patrick Hanrahan,67.0,United States,Technology,D,M,1955-05-08 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Kenneth Hao,54.0,United States,Finance & Investments,E,M,1968-09-11 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,Sidney Kimmel,95.0,United States,Fashion & Retail,E,M,1928-01-16 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
1500,Jim Koch,73.0,United States,Food & Beverage,D,M,1949-05-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Greg Mondre,48.0,United States,Finance & Investments,E,M,1974-05-20 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,Jerry Moyes & family,79.0,United States,Logistics,U,M,1944-01-15 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,John Ocampo,63.0,United States,Technology,U,M,1959-04-05 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Nelson Peltz,80.0,United States,Finance & Investments,D,M,1942-06-01 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
1500,Mike Repole,55.0,United States,Food & Beverage,E,M,1968-01-21 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,Duke Reyes,66.0,United States,Food & Beverage,U,M,1957-03-23 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,John Ruiz,56.0,United States,Service,N,M,1967-01-07 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,Sheryl Sandberg,53.0,United States,Technology,D,F,1969-08-28 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1500,Ben Silbermann,40.0,United States,Media & Entertainment,U,M,1982-07-14 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Frank Slootman,64.0,United States,Technology,D,M,1958-10-03 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Axel Stawski,72.0,United States,Real Estate,U,M,1950-11-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,Thomas Steyer,65.0,United States,Finance & Investments,E,M,1957-06-27 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1500,Kevin Systrom,39.0,United States,Technology,E,M,1983-12-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Jeff Tangney,50.0,United States,Healthcare,D,M,1972-08-09 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1500,Kenny Troutt,75.0,United States,Telecom,E,M,1948-01-08 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1500,Farris Wilks,71.0,United States,Energy,U,M,1952-02-09 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
1400,Steve Case,64.0,United States,Technology,D,M,1958-08-21 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1400,John Farber,97.0,United States,Manufacturing,D,M,1925-08-23 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1400,J. Christopher Flowers,65.0,United States,Finance & Investments,U,M,1957-10-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1400,Ali Ghodsi,44.0,United States,Technology,D,M,1978-12-08 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
1400,Daniel Hirschfeld,81.0,United States,Fashion & Retail,E,M,1941-05-31 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1400,Drew Houston,40.0,United States,Technology,D,M,1983-03-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1400,Gary Magness,69.0,United States,Media & Entertainment,E,M,1954-02-26 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
1400,David Paul,56.0,United States,Healthcare,D,M,1966-12-25 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1400,Rihanna,35.0,United States,Fashion & Retail,D,F,1988-02-20 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1400,Martin Selig,85.0,United States,Real Estate,E,M,1937-12-31 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1400,Jared Smith,48.0,United States,Technology,E,M,1974-10-02 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1400,Wilma Tisch,95.0,United States,Finance & Investments,D,F,1927-06-25 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1400,"Alfred West, Jr.",80.0,United States,Finance & Investments,U,M,1942-12-07 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,A. Jayson Adair,53.0,United States,Automotive,U,M,1969-10-16 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Stewart Butterfield,50.0,United States,Technology,D,M,1973-03-21 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1300,Anthony Casalena,40.0,United States,Technology,E,M,1982-04-24 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,R. Marcelo Claure,52.0,United States,Telecom,N,M,1970-12-09 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Timothy Dunn & family,67.0,United States,Energy,N,M,1955-12-18 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Marvy Finger,87.0,United States,Real Estate,E,M,1935-12-08 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Joel Greenberg,65.0,United States,Finance & Investments,N,M,1957-08-19 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Gregg Hymowitz,57.0,United States,Finance & Investments,N,M,1965-11-16 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Mitchell Jacobson,72.0,United States,Service,E,M,1951-03-06 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,George Joseph,101.0,United States,Finance & Investments,D,M,1921-09-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,Alexander Karp,55.0,United States,Technology,U,M,1967-10-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,Joe Kiani,58.0,United States,Healthcare,N,M,1964-09-16 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,Seth Klarman,65.0,United States,Finance & Investments,D,M,1957-05-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,Michael Krasny,69.0,United States,Technology,E,M,1953-08-08 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,Gary Lauder,60.0,United States,Fashion & Retail,D,M,1962-05-05 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
1300,Art Levinson,73.0,United States,Diversified,D,M,1950-03-31 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
1300,George Marcus,81.0,United States,Real Estate,D,M,1941-08-15 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
1300,Jahm Najafi,60.0,United States,Finance & Investments,N,M,1963-03-19 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
